query6: Se desea un listado de todas las parejas de productos que aparezcan en más de un carro de la compra
 productcode | productcode | cestas 
 S18_1889    | S24_3191    |      3
 S12_2823    | S700_2834   |      5
 S32_2206    | S24_2972    |      7
 S18_2248    | S24_3969    |     20
 S18_1662    | S72_1253    |     19
 S10_2016    | S72_1253    |      3
 S18_4522    | S700_2610   |     13
 S18_4933    | S24_1628    |     12
 S18_1889    | S32_4485    |      2
 S18_4600    | S18_1097    |     14
 S12_3380    | S32_4485    |      4
 S18_3136    | S18_4600    |      8
 S50_1514    | S12_3148    |     20
 S700_3962   | S18_4027    |      5
 S24_3371    | S24_3856    |     18
 S10_1949    | S18_1749    |      2
 S24_3969    | S18_4933    |     13
 S18_2238    | S32_1268    |     11
 S18_1589    | S18_4933    |      9
 S24_2022    | S18_3136    |      9
 S12_2823    | S12_1099    |      8
 S18_3782    | S24_3371    |     14
 S18_4600    | S24_2840    |      8
 S18_1342    | S24_1937    |     16
 S24_1578    | S24_1785    |      7
 S700_3167   | S50_4713    |      2
 S18_3278    | S12_3380    |     17
 S12_1099    | S18_3278    |     20
 S700_2047   | S72_3212    |      6
 S12_3891    | S32_3207    |     15
 S24_2011    | S18_3259    |     19
 S24_2766    | S24_3969    |     13
 S10_4698    | S32_4289    |      7
 S18_1589    | S18_3278    |      2
 S18_3232    | S18_2870    |     14
 S18_1589    | S24_1628    |     21
 S700_3167   | S72_1253    |      9
 S18_3685    | S24_3856    |     11
 S24_4048    | S10_4757    |      2
 S10_4962    | S18_2319    |     11
 S24_3856    | S18_1984    |     15
 S24_1628    | S24_3432    |     17
 S12_1099    | S18_2625    |      4
 S50_1392    | S12_3148    |      9
 S700_2047   | S18_3029    |     20
 S32_1374    | S700_2834   |     23
 S24_2841    | S24_3151    |      6
 S12_1108    | S700_1138   |      6
 S18_2957    | S32_3522    |      7
 S32_4485    | S24_2000    |      4
 S18_3259    | S18_4522    |     21
 S18_2432    | S18_2238    |     10
 S18_4668    | S24_2300    |     12
 S18_1749    | S18_2248    |     23
 S18_2870    | S18_2248    |      4
 S18_4027    | S18_3140    |     10
 S50_1392    | S18_4027    |     11
 S700_1138   | S18_3856    |      8
 S700_2610   | S24_3949    |      7
 S24_1046    | S18_1984    |      8
 S18_2238    | S10_4962    |      4
 S24_2887    | S18_4933    |     21
 S10_1949    | S32_3522    |     15
 S12_1099    | S700_3167   |      2
 S18_3856    | S10_4757    |     16
 S18_1367    | S24_1937    |     15
 S50_1514    | S700_3505   |      7
 S50_4713    | S12_3380    |      4
 S24_1628    | S24_1046    |     18
 S18_3856    | S700_2466   |     11
 S24_3949    | S50_1341    |     18
 S10_1949    | S18_1342    |      7
 S700_3505   | S700_4002   |      3
 S24_2300    | S10_4962    |     16
 S700_3962   | S24_2011    |     21
 S12_4675    | S24_4620    |      8
 S18_1984    | S24_2887    |      4
 S24_1444    | S18_3232    |     19
 S24_3969    | S18_1097    |      2
 S50_4713    | S24_3856    |      4
 S18_1749    | S18_1589    |      7
 S700_1138   | S72_1253    |      7
 S700_2834   | S10_1678    |     11
 S24_2840    | S24_2300    |     17
 S18_3136    | S10_4962    |     10
 S18_4668    | S18_2957    |      9
 S72_3212    | S12_3148    |      7
 S32_2206    | S50_4713    |     21
 S18_1984    | S50_4713    |      3
 S24_1578    | S18_1889    |      3
 S18_3232    | S18_3782    |      3
 S18_3482    | S18_1984    |      6
 S12_3380    | S12_4675    |     21
 S24_1046    | S18_1589    |     15
 S18_2949    | S24_4258    |     18
 S18_4409    | S24_1628    |     11
 S18_1129    | S24_2972    |     18
 S10_4962    | S18_1367    |      5
 S18_4721    | S12_3990    |     14
 S18_3232    | S32_1268    |     13
 S24_3816    | S24_3949    |     10
 S32_3522    | S18_4027    |      2
 S24_3151    | S72_3212    |     19
 S18_2795    | S24_2972    |      2
 S700_2466   | S32_4289    |     19
 S18_4027    | S32_1268    |      3
 S12_3891    | S700_3962   |      7
 S700_3505   | S700_2466   |      2
 S24_1785    | S32_4289    |     23
 S18_4721    | S18_1889    |      8
 S18_3856    | S18_2581    |      4
 S24_4048    | S18_2432    |      7
 S24_1937    | S18_2795    |     19
 S32_1268    | S12_1666    |     12
 S18_4933    | S18_4409    |     21
 S72_3212    | S32_3207    |      3
 S18_3685    | S18_2248    |      3
 S700_1938   | S18_2238    |      2
 S32_2206    | S12_3380    |      5
 S24_2000    | S24_3949    |      6
 S700_3167   | S12_1099    |      2
 S72_1253    | S700_1691   |      7
 S24_1444    | S18_2319    |     18
 S18_3259    | S24_3816    |      8
 S18_2248    | S24_2022    |     15
 S700_2466   | S24_3949    |     24
 S18_3685    | S12_3990    |      5
 S24_1444    | S32_1268    |      8
 S18_4027    | S18_2238    |     12
 S12_1666    | S18_2319    |      4
 S24_4258    | S18_4933    |      2
 S24_4620    | S24_2000    |      2
 S18_4600    | S18_4668    |     16
 S18_2870    | S12_4675    |      8
 S700_2466   | S18_2581    |     14
 S12_3148    | S24_2840    |      6
 S18_2325    | S18_1097    |      4
 S18_2248    | S18_2325    |     20
 S18_3140    | S18_3856    |      2
 S50_1341    | S18_3856    |      7
 S12_3380    | S18_3278    |     17
 S24_4258    | S18_4600    |      5
 S12_3380    | S18_3482    |     16
 S50_1514    | S50_1392    |     14
 S18_3232    | S18_4721    |      5
 S18_4933    | S18_2248    |     16
 S18_2957    | S24_2887    |      2
 S10_2016    | S12_2823    |     14
 S700_1691   | S24_1785    |     20
 S24_2360    | S32_2206    |     21
 S18_3320    | S10_1949    |     12
 S18_3140    | S24_4048    |      6
 S24_3816    | S700_1938   |      6
 S18_4409    | S18_1749    |     20
 S12_4675    | S10_1678    |      3
 S24_4620    | S24_1578    |      4
 S12_3990    | S32_4485    |      7
 S10_4757    | S700_3505   |     14
 S24_4258    | S10_1949    |     12
 S18_4668    | S700_2824   |     22
 S12_3380    | S18_1129    |      9
 S24_2011    | S18_3029    |      8
 S18_4027    | S700_2610   |      2
 S32_3207    | S700_3505   |      3
 S18_3856    | S24_3420    |     22
 S32_4485    | S18_1129    |      3
 S50_1514    | S700_3962   |      8
 S12_1108    | S700_1938   |     12
 S32_3207    | S32_2509    |     12
 S18_2325    | S24_4258    |      6
 S18_1129    | S18_4933    |      3
 S18_3856    | S18_1662    |     20
 S10_1678    | S18_3782    |      6
 S32_1268    | S10_4962    |     19
 S700_3167   | S700_4002   |     20
 S18_2795    | S24_2887    |      6
 S18_1589    | S24_3856    |     11
 S18_2795    | S24_3969    |     13
 S24_1628    | S24_3856    |      7
 S24_2000    | S700_2834   |     16
 S24_4258    | S18_2795    |      9
 S18_2795    | S18_2432    |      2
 S18_1589    | S24_3371    |      6
 S18_1984    | S24_2766    |      6
 S24_4278    | S700_2047   |      5
 S12_2823    | S700_3167   |      2
 S700_2834   | S18_3029    |      2
 S18_1129    | S18_3232    |     20
 S10_2016    | S24_4620    |      2
 S18_4668    | S32_2509    |      2
 S12_3990    | S24_1628    |      2
 S24_2766    | S18_1367    |      3
 S24_1046    | S18_3685    |     11
 S24_1444    | S18_4027    |     16
 S24_2841    | S700_3962   |      5
 S700_3505   | S24_3949    |      3
 S24_3432    | S18_4933    |     17
 S18_4668    | S32_3522    |     25
 S18_1662    | S32_1374    |      3
 S18_1589    | S18_4409    |      8
 S24_1785    | S24_4278    |     23
 S24_2887    | S18_1342    |      6
 S24_1785    | S10_2016    |      9
 S18_1367    | S24_2887    |      4
 S24_3856    | S18_4721    |     11
 S12_3990    | S32_2206    |      8
 S18_4027    | S24_2011    |      6
 S24_3432    | S18_3232    |      5
 S50_1341    | S18_2625    |      6
 S24_3191    | S18_1129    |      6
 S24_4620    | S18_2870    |      3
 S18_3856    | S700_2610   |     11
 S32_4485    | S18_2625    |      4
 S18_4600    | S24_1444    |      4
 S18_1342    | S24_4258    |     12
 S24_1444    | S24_2300    |     12
 S32_3207    | S10_4757    |      3
 S24_3420    | S700_3167   |     11
 S700_2824   | S32_2509    |      6
 S18_2238    | S24_1444    |     24
 S700_2824   | S12_1666    |     18
 S12_2823    | S32_4289    |      2
 S18_2432    | S18_1097    |     11
 S24_4278    | S32_1374    |     20
 S24_3420    | S700_2834   |      4
 S10_1949    | S18_1367    |     10
 S24_2300    | S18_2957    |      3
 S24_3949    | S24_3151    |      4
 S18_4600    | S18_3232    |     11
 S700_2824   | S32_3522    |     25
 S32_3522    | S12_4473    |      7
 S18_2795    | S18_1129    |      2
 S18_4721    | S12_1099    |     14
 S18_3482    | S12_3990    |     19
 S18_2319    | S12_4473    |     22
 S18_2319    | S18_3232    |     27
 S18_2795    | S18_1589    |      2
 S24_4278    | S18_1662    |      7
 S24_4620    | S10_4698    |      3
 S10_2016    | S10_1678    |     20
 S18_1984    | S24_3371    |     10
 S10_4757    | S700_1691   |      2
 S18_1129    | S18_1749    |      2
 S10_4757    | S24_2841    |     13
 S18_2625    | S72_1253    |      2
 S10_1678    | S700_4002   |      3
 S12_1108    | S24_3151    |      5
 S24_2000    | S32_2206    |      3
 S24_2766    | S18_2325    |     11
 S72_3212    | S24_2841    |      5
 S700_3962   | S700_2466   |      2
 S18_1984    | S18_2870    |     17
 S50_4713    | S24_4620    |     15
 S32_4289    | S24_3949    |     16
 S18_4933    | S24_3191    |     19
 S24_1444    | S24_4048    |     24
 S10_4698    | S18_2625    |     24
 S10_4698    | S24_4278    |      8
 S18_4522    | S18_4027    |      7
 S50_1392    | S18_3232    |     16
 S24_1046    | S24_3191    |     21
 S700_1138   | S12_1108    |      6
 S18_4027    | S18_4522    |      7
 S10_4698    | S12_3380    |      2
 S10_4962    | S32_2509    |      9
 S50_1514    | S32_3207    |     19
 S18_4600    | S700_2824   |     19
 S18_2870    | S12_1099    |      5
 S24_1785    | S18_2625    |      9
 S18_3140    | S700_3962   |     14
 S24_4048    | S18_3259    |      6
 S18_2248    | S24_3432    |     11
 S700_3505   | S18_1662    |      6
 S24_2011    | S700_2047   |      3
 S12_3891    | S18_4027    |     17
 S18_1589    | S24_2022    |      2
 S10_1949    | S32_1268    |      8
 S700_4002   | S24_1785    |     17
 S12_4675    | S18_3482    |     11
 S18_1662    | S10_4757    |     12
 S18_3320    | S18_4409    |      6
 S12_1099    | S32_4485    |      8
 S24_3969    | S18_1367    |     10
 S18_1662    | S700_2466   |     16
 S12_3380    | S24_2360    |      5
 S50_1514    | S10_4757    |      5
 S12_1099    | S24_3856    |     13
 S32_2509    | S12_1108    |      5
 S18_4668    | S24_1444    |      2
 S18_4668    | S18_3232    |      5
 S18_3029    | S18_4522    |      7
 S72_3212    | S24_1785    |      2
 S32_3207    | S18_4522    |      4
 S18_2625    | S10_2016    |     26
 S700_2610   | S32_3207    |      2
 S18_3232    | S24_4048    |     15
 S12_4675    | S18_3278    |     13
 S12_2823    | S24_4278    |      3
 S18_1097    | S24_2022    |      5
 S50_1392    | S18_2238    |     22
 S18_1749    | S24_2887    |     13
 S12_1099    | S10_2016    |      3
 S12_3891    | S12_3148    |     21
 S32_1268    | S18_2319    |     14
 S24_3191    | S18_1342    |      5
 S700_2466   | S700_2610   |      4
 S18_1984    | S18_4409    |      2
 S18_3856    | S50_1341    |      7
 S50_1392    | S18_2319    |     16
 S32_4289    | S18_3856    |      5
 S32_1268    | S50_1392    |      7
 S24_1785    | S72_3212    |      2
 S18_2949    | S10_4962    |     11
 S700_3167   | S24_1578    |      4
 S12_3990    | S24_2360    |      8
 S700_1138   | S24_2841    |      6
 S10_4757    | S700_2610   |     16
 S24_3371    | S18_3685    |      6
 S700_2047   | S700_1138   |      7
 S24_2840    | S12_4473    |     24
 S32_2509    | S18_2319    |     22
 S18_4027    | S24_4258    |      2
 S24_2000    | S32_4289    |     11
 S700_1938   | S12_3891    |     13
 S24_2766    | S24_2887    |     22
 S700_4002   | S24_4278    |     15
 S32_4485    | S18_1984    |      2
 S24_2840    | S18_2432    |     14
 S18_1589    | S18_1129    |     13
 S32_3522    | S18_2432    |     11
 S18_1749    | S18_1984    |      2
 S18_4721    | S24_1578    |      4
 S18_3320    | S18_1342    |     15
 S24_2887    | S18_3136    |      2
 S700_1938   | S18_3029    |      6
 S12_2823    | S18_1889    |      2
 S12_4675    | S18_3232    |     16
 S18_1889    | S12_4675    |     25
 S18_1129    | S24_1046    |      7
 S32_1374    | S700_2466   |     11
 S24_1628    | S12_3380    |      3
 S18_3782    | S12_3990    |     10
 S50_1514    | S700_2610   |      4
 S700_4002   | S18_3029    |     12
 S18_4933    | S18_1749    |     16
 S18_4933    | S18_1984    |      3
 S700_2610   | S24_2841    |      9
 S18_3232    | S24_1046    |      5
 S12_3891    | S700_1138   |      7
 S12_3148    | S24_4258    |      5
 S10_2016    | S12_3380    |      2
 S700_1691   | S32_1374    |     15
 S10_2016    | S12_4675    |      2
 S12_4675    | S18_2625    |      3
 S18_3140    | S18_3259    |     25
 S700_3505   | S24_1785    |      2
 S24_2300    | S18_2238    |     15
 S700_2047   | S24_2011    |      3
 S32_4485    | S12_3380    |      4
 S50_1341    | S700_2834   |     20
 S24_1046    | S18_4933    |     19
 S32_4289    | S700_2047   |      6
 S32_3207    | S18_2319    |      8
 S10_2016    | S24_3420    |      2
 S18_3685    | S32_2206    |      2
 S32_3207    | S12_1108    |     16
 S24_1937    | S24_4258    |      6
 S18_4721    | S24_2972    |      9
 S10_2016    | S24_3949    |      6
 S32_4289    | S32_1374    |     18
 S24_1578    | S50_1341    |      4
 S32_4485    | S50_4713    |     26
 S18_3259    | S72_3212    |     15
 S32_2206    | S24_3856    |      8
 S72_3212    | S18_1662    |      6
 S18_3782    | S24_2972    |      7
 S24_2766    | S18_4933    |     19
 S24_2887    | S18_3320    |      3
 S12_3148    | S700_2824   |      6
 S10_1678    | S50_4713    |     12
 S12_3380    | S18_1589    |      5
 S18_3482    | S24_2360    |     12
 S24_3151    | S700_2610   |     22
 S24_3856    | S24_2972    |     24
 S24_4620    | S32_2206    |     20
 S18_1749    | S24_3432    |     10
 S24_1628    | S24_2766    |     15
 S24_3432    | S24_1937    |      9
 S18_3232    | S24_4620    |      5
 S12_2823    | S12_4675    |      3
 S700_2610   | S12_1108    |      4
 S700_1938   | S700_2610   |     12
 S10_1678    | S50_1341    |      6
 S50_4713    | S24_3371    |      8
 S24_3969    | S10_1949    |      2
 S32_1374    | S12_3380    |      2
 S32_2206    | S12_2823    |     12
 S10_4962    | S18_1097    |     17
 S12_3891    | S700_1938   |     13
 S10_1678    | S12_2823    |     22
 S18_4027    | S12_3148    |     20
 S18_4522    | S700_3505   |     18
 S18_3232    | S24_2972    |     21
 S18_3685    | S24_1628    |     18
 S18_2319    | S12_1666    |      4
 S24_1937    | S24_3969    |     18
 S24_2972    | S50_4713    |      3
 S24_2022    | S18_1342    |     19
 S18_3320    | S18_2325    |      9
 S32_4485    | S18_3782    |     18
 S18_1662    | S24_2011    |      2
 S24_1578    | S72_1253    |      2
 S32_1374    | S700_3167   |     13
 S18_2625    | S32_2206    |      4
 S24_2300    | S18_2319    |     19
 S12_2823    | S18_3278    |      7
 S24_3969    | S24_1937    |     18
 S32_4485    | S24_4620    |     16
 S24_2841    | S50_1341    |      8
 S700_1691   | S32_4289    |     24
 S32_2509    | S24_2300    |     16
 S18_4721    | S24_3856    |     11
 S10_4962    | S24_4258    |      3
 S32_1268    | S24_1444    |      8
 S24_1937    | S18_2432    |      2
 S32_1374    | S24_3949    |      8
 S12_3990    | S10_1678    |      5
 S18_4027    | S50_1392    |     11
 S18_1342    | S18_3136    |     13
 S50_4713    | S18_3482    |      9
 S24_1444    | S50_1392    |     23
 S50_1392    | S18_2432    |     10
 S24_1444    | S18_2432    |      9
 S12_1099    | S24_2000    |      5
 S18_3140    | S18_3029    |      5
 S32_1268    | S12_4473    |     14
 S72_3212    | S18_3259    |     15
 S24_1628    | S24_1937    |      6
 S24_3856    | S24_1628    |      7
 S12_4473    | S32_3522    |      7
 S24_2360    | S32_1374    |      4
 S24_3969    | S18_4409    |     17
 S12_1666    | S18_2957    |     11
 S24_3432    | S24_2766    |     23
 S18_1097    | S18_2795    |      5
 S700_2824   | S18_4027    |      2
 S18_2795    | S24_1628    |      3
 S12_1099    | S32_1374    |      3
 S24_2022    | S24_1628    |      3
 S24_4258    | S32_1268    |      7
 S24_2972    | S24_3371    |     16
 S24_4048    | S18_4027    |     15
 S24_2022    | S18_3320    |     11
 S18_4409    | S24_2022    |     13
 S18_1889    | S18_3685    |      9
 S32_4289    | S700_4002   |     16
 S18_3029    | S700_1691   |      6
 S700_1691   | S700_2610   |      2
 S18_3482    | S10_1678    |      2
 S32_4289    | S10_2016    |      8
 S700_2047   | S24_3816    |     18
 S18_3232    | S12_1099    |      9
 S700_2047   | S700_1691   |      8
 S18_1097    | S18_2957    |     15
 S18_3232    | S32_3207    |      9
 S12_1666    | S24_2300    |      8
 S18_3232    | S18_1589    |     11
 S18_3136    | S18_2248    |      5
 S24_3432    | S18_1889    |      3
 S18_2319    | S32_2509    |     22
 S700_1691   | S700_3167   |     24
 S700_3962   | S12_3148    |      6
 S24_1628    | S24_3969    |      6
 S700_2834   | S32_1374    |     23
 S18_2625    | S18_3278    |      3
 S18_4409    | S18_3320    |      6
 S24_2841    | S24_3420    |     27
 S12_3380    | S18_4721    |     11
 S18_3259    | S700_1938   |     22
 S24_3432    | S24_2022    |      6
 S10_4757    | S18_4522    |      9
 S18_2795    | S18_4409    |     11
 S24_1046    | S24_3856    |      4
 S12_3891    | S18_2319    |      3
 S24_2766    | S24_2022    |      7
 S18_2625    | S24_3949    |      5
 S700_4002   | S700_1691   |     18
 S32_1374    | S24_2000    |     20
 S24_4620    | S24_2360    |     16
 S72_3212    | S50_1514    |      8
 S18_2581    | S24_3949    |     14
 S18_2949    | S24_1937    |      6
 S32_3522    | S18_3136    |      8
 S18_2238    | S18_3140    |      3
 S12_2823    | S10_1678    |     22
 S24_2840    | S700_2824   |      7
 S24_3816    | S72_1253    |     18
 S18_2795    | S24_1937    |     19
 S24_3432    | S18_2870    |     12
 S24_2300    | S18_3232    |     18
 S18_2248    | S18_3320    |      8
 S18_1749    | S18_2949    |      3
 S18_3029    | S24_1785    |      6
 S18_2325    | S24_1628    |      7
 S24_1046    | S24_1628    |     18
 S18_2248    | S24_2887    |     13
 S72_3212    | S18_2581    |      3
 S18_3320    | S10_4962    |      4
 S12_1108    | S32_2509    |      5
 S72_1253    | S700_2610   |     10
 S18_2625    | S32_1374    |     14
 S24_3856    | S32_2206    |      8
 S24_1444    | S32_3522    |      2
 S32_1374    | S18_1889    |      2
 S12_1666    | S18_2795    |      3
 S18_3278    | S18_3232    |      7
 S18_3232    | S24_3371    |     11
 S10_2016    | S18_3782    |      2
 S24_3949    | S700_2466   |     24
 S18_4409    | S18_1367    |      8
 S700_4002   | S32_4289    |     16
 S24_2000    | S700_1691   |     10
 S12_1108    | S18_4027    |     15
 S18_1129    | S12_4675    |     12
 S10_1678    | S24_3371    |      2
 S12_3148    | S24_1444    |     11
 S32_4289    | S700_2466   |     19
 S32_2509    | S24_1444    |     18
 S700_2834   | S10_2016    |     13
 S700_3505   | S24_2011    |     20
 S18_2432    | S24_1937    |      2
 S24_2300    | S12_4473    |     18
 S18_4668    | S18_3136    |     10
 S24_2011    | S700_3505   |     20
 S50_1341    | S700_2047   |      8
 S24_2000    | S10_4698    |     18
 S12_3380    | S24_1578    |      3
 S10_1678    | S32_4485    |     12
 S72_1253    | S700_3505   |      6
 S32_3522    | S18_2238    |      4
 S18_3482    | S12_4675    |     11
 S18_2795    | S18_1367    |     19
 S32_2509    | S18_3232    |     23
 S50_1514    | S32_2509    |      7
 S18_3140    | S700_2610   |     10
 S24_1937    | S18_4409    |     17
 S24_1578    | S18_3482    |      2
 S18_3320    | S18_4668    |      8
 S18_2248    | S24_4258    |      5
 S24_3949    | S700_3505   |      3
 S18_1889    | S18_1129    |     14
 S32_3207    | S50_1392    |     18
 S24_3969    | S18_1342    |     12
 S10_4757    | S50_1514    |      5
 S24_1937    | S18_1097    |      5
 S18_1984    | S12_4675    |     11
 S32_2509    | S10_4962    |      9
 S10_1678    | S32_1374    |     12
 S18_1589    | S18_1984    |     14
 S18_3136    | S18_4668    |     10
 S24_1046    | S24_3432    |     23
 S12_3148    | S72_3212    |      7
 S12_4473    | S24_2300    |     18
 S50_1392    | S12_3891    |      9
 S18_1367    | S18_4600    |      2
 S18_2319    | S12_3148    |      6
 S24_3151    | S700_2047   |      7
 S10_2016    | S24_1785    |      9
 S10_1949    | S12_1666    |     21
 S24_2841    | S700_2610   |      9
 S50_1392    | S24_2840    |     18
 S32_3522    | S18_1367    |      2
 S10_1678    | S24_4620    |      4
 S18_2870    | S18_1589    |     21
 S50_1392    | S24_1444    |     23
 S700_1691   | S18_3029    |      6
 S72_1253    | S10_4698    |      2
 S18_1129    | S24_1628    |     10
 S24_3816    | S700_2047   |     18
 S18_3029    | S700_4002   |     12
 S24_3151    | S24_3420    |      5
 S24_4278    | S24_2000    |     13
 S24_1046    | S18_1129    |      7
 S700_1691   | S50_1341    |     28
 S18_2248    | S18_2957    |      5
 S32_3207    | S700_1938   |      6
 S700_3167   | S32_4289    |     21
 S10_1949    | S24_2022    |      5
 S10_4962    | S32_3522    |     17
 S12_1099    | S18_1984    |      7
 S18_4409    | S18_1342    |      9
 S24_3969    | S24_4258    |      5
 S18_1749    | S18_4409    |     20
 S700_2824   | S32_3207    |      2
 S24_2887    | S18_3685    |      5
 S24_3969    | S18_3136    |      5
 S18_3259    | S18_4027    |     11
 S72_3212    | S18_4522    |     20
 S24_2887    | S24_1628    |     12
 S700_3505   | S32_3207    |      3
 S10_4757    | S32_3207    |      3
 S24_3432    | S18_1589    |     14
 S18_1662    | S72_3212    |      6
 S24_1578    | S18_4721    |      4
 S32_1374    | S10_1678    |     12
 S18_3232    | S18_3685    |     13
 S24_4620    | S12_3380    |     12
 S50_1392    | S12_1108    |     11
 S24_2300    | S24_4048    |      8
 S18_2248    | S18_2795    |     13
 S18_4668    | S18_3320    |      8
 S18_2625    | S12_3380    |      3
 S18_2581    | S700_2466   |     14
 S18_3685    | S24_3191    |      8
 S700_2834   | S24_1578    |      9
 S700_2824   | S18_2949    |      8
 S24_1578    | S32_4289    |      4
 S32_3522    | S700_2824   |     25
 S18_2957    | S24_1937    |      7
 S10_4962    | S18_4668    |     14
 S700_1138   | S700_2047   |      7
 S12_2823    | S18_3482    |      4
 S32_1374    | S32_2206    |      2
 S700_2610   | S700_3505   |     21
 S24_1785    | S700_4002   |     17
 S50_1392    | S24_4048    |     23
 S10_2016    | S700_3167   |      7
 S18_3685    | S12_1099    |      5
 S700_2047   | S50_1341    |      8
 S18_2957    | S18_2248    |      5
 S18_4409    | S18_3136    |      4
 S700_2466   | S700_3167   |     22
 S18_3136    | S32_3522    |      8
 S18_2581    | S24_3151    |      2
 S12_3891    | S10_4757    |      3
 S24_4278    | S24_1578    |      6
 S18_3320    | S18_2432    |      4
 S24_1046    | S24_2972    |      5
 S24_2972    | S18_2325    |      2
 S24_2000    | S18_1889    |      4
 S10_2016    | S50_4713    |      4
 S32_1268    | S18_4600    |     21
 S18_1889    | S12_3380    |     20
 S12_3990    | S24_4620    |     15
 S18_4600    | S10_1949    |     12
 S18_3685    | S18_2870    |     22
 S24_1046    | S24_1937    |     11
 S24_4048    | S32_1268    |      4
 S18_1889    | S24_4620    |      8
 S24_3969    | S24_2887    |     14
 S24_2766    | S18_1589    |     12
 S700_2047   | S18_1662    |     19
 S18_3232    | S18_1889    |     18
 S24_2011    | S12_1108    |      8
 S24_1937    | S10_4962    |      2
 S32_3522    | S32_1268    |     19
 S12_3990    | S10_4698    |      3
 S18_1367    | S24_3432    |      2
 S32_2206    | S18_4721    |     18
 S32_3207    | S18_3140    |      9
 S24_2840    | S32_3207    |     11
 S50_1341    | S24_1578    |      4
 S24_4258    | S18_1097    |     10
 S24_2841    | S18_3029    |     19
 S18_1889    | S18_3278    |     14
 S24_2011    | S18_3856    |      5
 S12_4675    | S32_2206    |      4
 S18_2957    | S18_4668    |      9
 S18_1129    | S18_1889    |     14
 S24_3191    | S18_1749    |     12
 S18_2238    | S24_2300    |     15
 S18_2957    | S18_1342    |     13
 S24_2972    | S18_2870    |     12
 S700_3505   | S700_2610   |     21
 S12_3380    | S24_3856    |     16
 S18_2870    | S24_1628    |     19
 S18_1367    | S18_2949    |     14
 S32_2206    | S18_2625    |      4
 S24_3949    | S700_3167   |     20
 S72_3212    | S72_1253    |      6
 S18_3140    | S700_3505   |     13
 S24_3371    | S18_3782    |     14
 S700_2610   | S700_2047   |     10
 S24_1937    | S18_2325    |     26
 S32_2509    | S12_3148    |      3
 S24_2022    | S24_3432    |      6
 S12_4473    | S12_1666    |      2
 S12_1666    | S18_2432    |     14
 S24_2360    | S10_2016    |      4
 S18_3278    | S18_3685    |      2
 S18_1662    | S700_1138   |      5
 S12_4473    | S24_2840    |     24
 S24_3420    | S700_3962   |      4
 S24_3151    | S18_3856    |      8
 S18_1129    | S18_3482    |      7
 S12_4473    | S18_4027    |      9
 S18_1097    | S18_3320    |     10
 S24_3191    | S18_1367    |      3
 S18_2238    | S700_1938   |      2
 S18_1984    | S18_3782    |      4
 S24_2022    | S18_1589    |      2
 S700_3505   | S700_1938   |     16
 S18_1984    | S12_3380    |      8
 S18_2795    | S24_4258    |      9
 S18_2957    | S10_1949    |     17
 S24_2000    | S700_3167   |      9
 S18_4668    | S18_2432    |      8
 S24_2887    | S18_1367    |      4
 S10_4698    | S24_1578    |     25
 S32_2206    | S24_4620    |     20
 S24_4278    | S700_3167   |     20
 S700_2610   | S700_3962   |     20
 S18_1367    | S10_1949    |     10
 S18_4668    | S12_1666    |     21
 S18_3029    | S24_3151    |     11
 S24_4258    | S24_2300    |      7
 S18_4668    | S18_2325    |      2
 S18_4668    | S24_2022    |      2
 S18_3259    | S24_1444    |      5
 S32_2206    | S18_3232    |      3
 S18_2325    | S24_3432    |     10
 S18_3782    | S12_3380    |      7
 S12_3891    | S700_2824   |      2
 S18_4933    | S24_2766    |     19
 S50_1392    | S32_2509    |     19
 S10_1678    | S32_4289    |      6
 S12_2823    | S18_2581    |      2
 S700_4002   | S18_2581    |     14
 S72_1253    | S700_3167   |      9
 S10_1949    | S24_4258    |     12
 S24_1628    | S24_3191    |     15
 S24_3432    | S18_2325    |     10
 S12_4473    | S32_1268    |     14
 S18_3259    | S24_2840    |      3
 S18_3782    | S32_2206    |     21
 S24_1785    | S700_2047   |      7
 S10_4698    | S12_4675    |      2
 S12_1108    | S700_2824   |      4
 S18_2870    | S24_3856    |     11
 S24_3432    | S18_2248    |     11
 S18_4933    | S18_2795    |      8
 S24_3191    | S18_2248    |     12
 S72_3212    | S24_3949    |      3
 S24_1578    | S18_2581    |      9
 S24_4258    | S18_3320    |     21
 S24_2766    | S18_3232    |      4
 S50_1392    | S700_1938   |      3
 S700_1691   | S72_1253    |      7
 S24_2022    | S18_2432    |      2
 S12_1099    | S24_3371    |     22
 S18_1097    | S18_4668    |     21
 S18_4933    | S24_2022    |     10
 S700_3167   | S24_3816    |      5
 S18_4668    | S24_1937    |      2
 S12_4473    | S18_2238    |     25
 S32_3207    | S18_3232    |      9
 S12_4675    | S24_2972    |     17
 S32_3522    | S12_1666    |     21
 S18_2949    | S10_1949    |     22
 S24_3816    | S18_1662    |     15
 S18_4027    | S12_1108    |     15
 S24_3371    | S18_1589    |      6
 S24_3949    | S72_3212    |      3
 S24_4048    | S10_4962    |      2
 S32_2206    | S32_1374    |      2
 S18_2325    | S24_2972    |      2
 S50_1341    | S72_1253    |      7
 S24_1785    | S700_3962   |      2
 S12_1099    | S32_2206    |      8
 S12_4675    | S32_4485    |      3
 S700_4002   | S10_4757    |      7
 S24_3949    | S24_3816    |     10
 S18_1129    | S18_4721    |      6
 S18_1342    | S18_3320    |     15
